,Title,Area,Location,Bookmarks,Positive Review,Negative Review,Review Count,PriceRange,Genre
134,Daieiki Japanese Restaurant 大瀛喜日本料理,Mong Kok,"5/F, 655 Nathan Road, Mong Kok",6341,335,3,(355 Reviews),$201-400,"['Japanese', 'All-you-can-eat']"
135,Tarou Izakaya 太郎居酒屋,Tsim Sha Tsui,"9/F, Canton Plaza, 82-84 Canton Road, Tsim Sha Tsui",4198,179,0,(191 Reviews),$201-400,"['Japanese', 'Sushi/Sashimi']"
136,The Yuu Japanese Dining 一遊,Tsim Sha Tsui,"4/F, 1 Knutsford Terrace, Tsim Sha Tsui",7802,272,14,(331 Reviews),$201-400,"['Japanese', 'Sushi/Sashimi']"
137,Jan Jan Kushikatsu (Soho Tower) Jan Jan 串揚專門店 (尊豪坊),Tsim Sha Tsui,"1/F, Soho Tower, 25 Hart Avenue, Tsim Sha Tsui",22373,207,2,(261 Reviews),$201-400,"['Japanese', 'Skewer']"
138,Mizu,Jordan,"G/F, 3 Tak Hing Street, Jordan",4395,230,0,(239 Reviews),$401-800,"['Japanese', 'Skewer']"
139,Izakaya - Honotorihane 炎鳥羽,Tsim Sha Tsui,"17/F, The Lamma Tower, 12-12A Hau Fook Street, Tsim Sha Tsui",15546,270,1,(294 Reviews),$201-400,"['Japanese', 'Sushi/Sashimi']"
140,Maruju Aburi Farm 丸十あぶり牧場,Mong Kok,"Shop 342D,  3/F, MOKO, 193 Prince Edward Road West, Mong Kok",15297,358,21,(455 Reviews),$101-200,"['Japanese', 'BBQ']"
141,Cafe Hachiko 八屋,Mong Kok,"8/F, Ladder Dundas, 575 Nathan Road, Mong Kok",18535,142,3,(210 Reviews),$101-200,"['Japanese', 'Wine']"
142,Umai SushiKan うまい鮨勘,Tsim Sha Tsui,"Shop OTG04, G/F, Ocean Terminal, Harbour City, 3-27 Canton Road, Tsim Sha Tsui",19384,285,29,(429 Reviews),$201-400,['Japanese']
143,Hotaru 螢火,Tsim Sha Tsui,"Shop 1, LG/F, Hilton Towers, 96 Granville Road, Tsim Sha Tsui",11283,209,5,(234 Reviews),$401-800,"['Japanese', 'Teppanyaki']"
144,Yakitoriya Hon 燒鳥屋本,Tsim Sha Tsui,"Shop B2, G/F, Carnival Mansion, 15B Austin Avenue, Tsim Sha Tsui",1083,,,,$101-200,"['Japanese', 'Skewer']"
145,Nan Ei Sui San 南瀛水產,Tsim Sha Tsui,"5/F, Tern Plaza, 3A-3C Cameron Road, Tsim Sha Tsui",40498,,,,$201-400,"['Japanese', 'Seafood']"
146,Ryou Dou Raku 漁道樂,Tsim Sha Tsui,"Shop A, G/F, Kimberley House, 35 Kimberley Road, Tsim Sha Tsui",20437,,,,$401-800,"['Japanese', 'Seafood']"
147,阿久根和牛拉麵屋,Mong Kok,"Shop 1, G/F, Kwong Fai Mansion, 13 Kwong Wa Street, Mong Kok",9356,230,13,(284 Reviews),$101-200,"['Japanese', 'Ramen']"
148,The Park by Years (Yu Chau Street) 素年 (汝州街),Sham Shui Po,"G/F, 132 Yu Chau Street, Sham Shui Po",13757,164,2,(205 Reviews),$101-200,"['Japanese', 'Vegetarian']"
149,Sushi Tachi (Cameron Plaza) 立鮨 (金馬倫廣場),Tsim Sha Tsui,"Shop D, G/F, Cameron Plaza, 23 Cameron Road, Tsim Sha Tsui",16904,299,11,(400 Reviews),$101-200,"['Japanese', 'Sushi/Sashimi']"
150,ISAKICHI 漁吉海鮮丼專門店,Kwun Tong,"Room E, 8/F, Everest Industrial Centre, 396 Kwun Tong Road, Kwun Tong",3713,195,1,(203 Reviews),$101-200,"['Japanese', 'Seafood']"
151,Maguro Sekaiichiba (Mong Kok) 鮪世市場 (旺角),Mong Kok,"Shop 10-11, G, Hung Wai Building, 3-5 Fa Yuen Street, Mong Kok",6270,173,1,(201 Reviews),$201-400,"['Japanese', 'Sushi/Sashimi']"
152,TEKKA (Hau Fook Street) 鉄火堂 (厚福街),Tsim Sha Tsui,"G/F, 10 Hau Fook Street, Tsim Sha Tsui",14020,242,22,(437 Reviews),$101-200,"['Japanese', 'Sushi/Sashimi']"
153,BBQ House 串燒屋,Kwun Tong,"G/F, 54 Tung Ming Street, Kwun Tong",9860,227,9,(262 Reviews),$201-400,"['Japanese', 'Skewer']"
154,break,Kwun Tong,"Shop 13-14, 1/F, Quayside, 77 Hoi Bun Road, Kwun Tong",5863,173,2,(194 Reviews),$101-200,"['Japanese', 'Coffee Shop']"
155,Sweet Craft,Hung Hom,"Shop G33, G/F, Pebbles World (Site 3), The Whampoa, Hung Hom",13536,154,10,(244 Reviews),Below $50,"['Japanese', 'Ice Cream/yogurt']"
156,嵐橋日本料理,Tsim Sha Tsui,"M/F&1/F, Rich Towers, 2 Blenheim Ave, Minden Ave, Tsim Sha Tsui",9085,162,2,(170 Reviews),$201-400,['Japanese']
157,Gochi,Lok Fu,"Shop L104A&B, L211-214, UG/F & 1/F, Lok Fu Plaza , 198 Junction Road, Lok Fu",9527,153,8,(203 Reviews),$101-200,"['Japanese', 'Wine']"
158,Juji - Cotton Candy Kagoshima Kuroge A5 Wagyu Sukiyaki 十侍 - 棉花糖A5和牛壽喜燒專門店,Mong Kok,"1/F, Station 21, 21C Soy Street, Mong Kok",8351,205,9,(239 Reviews),$201-400,"['Japanese', 'Udon']"
159,HONBA IZAKAYA 本場,Mong Kok,"16/F, King Wah Centre, 628 Nathan Road, Mong Kok",8398,233,6,(256 Reviews),$201-400,['Japanese']
160,Oi-Shi-Sushi (Sham Shui Po) 御品·千之味 (深水埗),Sham Shui Po,"G/F, Lee Luen Yick Building, 390C Lai Chi Kok Road, Sham Shui Po",11742,342,9,(416 Reviews),$51-100,"['Japanese', 'Sushi/Sashimi']"
161,HARA,Jordan,"G/F, Wai Hang Building, 3-5 Kwun Chung Street, Jordan",15814,179,2,(210 Reviews),$201-400,"['Japanese', 'Western']"
162,N.28 Teppanyaki,Tsim Sha Tsui,"G/F, Kam Wing Commercial Building, 28 Minden Ave, Tsim Sha Tsui",1266,,,,$401-800,"['Japanese', 'Teppanyaki']"
163,Ryou Dou Raku 漁道樂,Tsim Sha Tsui,"Shop A, G/F, Kimberley House, 35 Kimberley Road, Tsim Sha Tsui",20437,,,,$401-800,"['Japanese', 'Seafood']"
164,Tian Jian IZAKAYA 天澗居酒屋,Yuen Long,"G/F, 79&81 Kau Yuk Road, Yuen Long",2897,,,,$201-400,"['Japanese', 'Izakaya']"
165,Wagyu Yakiniku Ichiro (Pak Shing Building) 和牛燒肉一郎 (百誠大廈),Jordan,"3/F, Pak Shing Building, 31-37 Jordan Road, Jordan",22317,315,29,(382 Reviews),$201-400,"['Japanese', 'BBQ']"
166,UMAI 鵜舞,Lai Chi Kok,"Shop 2, G/F, D2 Place One, 9 Cheung Yee Street, Lai Chi Kok",24965,244,42,(405 Reviews),$201-400,"['Japanese', 'Ramen']"
167,La Famille,Mong Kok,"Shop 1A, Basement B2, Langham Place, 8 Argyle Street, Mong Kok",6445,263,2,(313 Reviews),$201-400,"['Japanese', 'Dessert']"
168,Ramen House Konjiki Hototogisu (H Zentre) 金色不如帰 (H Zentre),Tsim Sha Tsui,"G/F, H Zentre, 15 Middle Road, Tsim Sha Tsui",5444,158,7,(203 Reviews),$101-200,"['Japanese', 'Ramen']"
169,Isaba Taifu 漁場台風,Mong Kok,"G/F, 39 Fife Street, Kin Wong Mansion, Mong Kok",25824,362,15,(509 Reviews),$51-100,"['Japanese', 'Ramen']"
170,sensory ZERO (海港城),Tsim Sha Tsui,"Lane Crawford, G/F, Marco Polo Hong Kong Hotel, Harbour City, 3 Canton Road, Tsim Sha Tsui",15563,134,9,(215 Reviews),$101-200,"['Japanese', 'All Day Breakfast']"
171,Kaiyō 海陽。居酒屋,Tsim Sha Tsui,"Shop 103-103A, 1/F, K11 Musea, Victoria Dockside, 18 Salisbury Road, Tsim Sha Tsui",28906,167,45,(285 Reviews),$201-400,"['Japanese', 'Izakaya']"
172,52C Medium Rare,Jordan,"G/F, Wah Hing Building, 269 Temple Street, Jordan",4894,155,0,(166 Reviews),$101-200,"['Japanese', 'Roast Meat']"
173,Seikuu 晴空日本料理,Tsim Sha Tsui,"Shop 1, G/F, 8 Kimberley Street, Tsim Sha Tsui",9640,289,2,(318 Reviews),$201-400,"['Japanese', 'Sushi/Sashimi']"
174,Sushi Kumo 雲壽司,Prince Edward,"G/F, 254 Sai Yeung Choi Street South, Prince Edward",7678,163,0,(186 Reviews),$51-100,"['Japanese', 'Sushi/Sashimi']"
175,Kokoni Coffee,Sham Shui Po,"Ground Floor,  Ki Lung St 156, Shum Shui Po, Kowloon, Sham Shui Po",14334,115,3,(175 Reviews),$51-100,"['Japanese', 'Sandwich']"
176,Dining Alley 酒燒弄,Tai Kok Tsui,"Shop 1A, G/F, Tai Moon Building, 43 Tai Tsun Street, Tai Kok Tsui",3188,141,0,(151 Reviews),$101-200,"['Japanese', 'Wine']"
177,Kobe Fusion Restaurant 神戶屋日韓放題,Mong Kok,"8/F, CTMA Centre, 1 Sai Yeung Choi Street, Mong Kok",48171,1020,115,(1312 Reviews),$201-400,"['Japanese', 'Sushi/Sashimi']"
178,Katsuo Udon (Po Wah Court) 鰹烏冬 (寶華閣),Cheung Sha Wan,"Shop 4, G/F, Po Wah Court, 450/464 Un Chau Street, Cheung Sha Wan",16402,155,17,(254 Reviews),$51-100,"['Japanese', 'Udon']"
179,Sushiro 壽司郎,Hung Hom,"Shop G10, G/F, Deli Place (Site 4), The Whampoa, Hung Hom",8120,147,7,(254 Reviews),$101-200,"['Japanese', 'Sushi/Sashimi']"
180,Tian Jian IZAKAYA 天澗居酒屋,Yuen Long,"G/F, 79&81 Kau Yuk Road, Yuen Long",2897,,,,$201-400,"['Japanese', 'Izakaya']"
181,Nan Ei Sui San 南瀛水產,Tsim Sha Tsui,"5/F, Tern Plaza, 3A-3C Cameron Road, Tsim Sha Tsui",40498,,,,$201-400,"['Japanese', 'Seafood']"
182,Ryou Dou Raku 漁道樂,Tsim Sha Tsui,"Shop A, G/F, Kimberley House, 35 Kimberley Road, Tsim Sha Tsui",20437,,,,$401-800,"['Japanese', 'Seafood']"
183,Sushi Tachi (Foo Tat Building) 立鮨 (富達大廈),Mong Kok,"Shop 1-2, G/F, Foo Tat Building, 50 Soy Street, Mong Kok",8424,329,17,(424 Reviews),$101-200,"['Japanese', 'Sushi/Sashimi']"
184,ANA TEN 天穴,Tsim Sha Tsui,"Shop OTE 304, 3/F,Ocean Terminal, Harbour City, 3-27 Canton Road, Tsim Sha Tsui",22779,137,12,(249 Reviews),$401-800,"['Japanese', 'Sushi/Sashimi']"
185,TSUKADA NOJO 塚田農場,Kwun Tong,"Shop L3-L13, 3/F, apm Millennium City 5, 418 Kwun Tong Road, Kwun Tong",8802,152,15,(205 Reviews),$101-200,['Japanese']
186,Sushi Rin 鮨燐,Tsim Sha Tsui,"Shop 1, UG/F, H Zentre, 15 Middle Road, Tsim Sha Tsui",7856,155,4,(169 Reviews),Above $801,"['Japanese', 'Sushi/Sashimi']"
187,Daikatsu Don 大勝丼,Mong Kok,"5/F, Mongkok Metro, 594-596 Nathan road, Mong Kok",22217,267,12,(368 Reviews),$101-200,"['Japanese', 'Sushi/Sashimi']"
188,Nakitora Ramen (Pak Tai Street) 鳴虎 (北帝街),To Kwa Wan,"Shop B, G/F, Tong Lu Mansion, 61 Pak Tai Street, To Kwa Wan",2253,148,4,(165 Reviews),$51-100,"['Japanese', 'Ramen']"
189,Gyuugoku Stone Grill Steak (Tung Choi Street) 牛極 (通菜街),Mong Kok,"G/F, 78 Tung Choi Street, Mong Kok",11087,255,8,(312 Reviews),$51-100,"['Japanese', 'Roast Meat']"
190,Hachikasen (Gala Place) 八歌仙 (家樂坊),Mong Kok,"Shop 802, 8, Gala Place, 56 Dundas Street, Mong Kok",20767,154,26,(224 Reviews),$201-400,"['Japanese', 'BBQ']"
191,Fonji Cafe 楓子珈琲,Prince Edward,"G/F, Nam Fung Mansion, 5 Maple Street, Prince Edward",15587,104,2,(140 Reviews),$101-200,"['Japanese', 'Cake']"
192,Be with Years (Wonderful Worlds of Whampoa Pebbles World) 素年 (黃埔天地百寶坊),Hung Hom,"Shop G27, G/F, Pebbles World (Site 3), Wonderful Worlds of Whampoa, Hung Hom",7286,118,4,(149 Reviews),$101-200,"['Japanese', 'Vegetarian']"
193,Daimaru Ramen 大丸ラーメン,Tai Kok Tsui,"Shop B, G/F, 22 Po Man Street, Tai Kok Tsui",21608,133,3,(178 Reviews),$51-100,"['Japanese', 'Ramen']"
194,Chew Chew 悄悄食堂,Prince Edward,"G/F, Konwall Court, 143 Lai Chi Kok Road, Prince Edward",18134,97,13,(159 Reviews),$101-200,['Japanese']
195,Nippon Sushi Dining 日和号壽司料理,Kowloon Bay,"Shop 5, 10/F, Mega Box, 38 Wang Chiu Road, Kowloon Bay",3026,220,63,(434 Reviews),$101-200,"['Japanese', 'Sushi/Sashimi']"
196,KUSHI by Skewer Kitchen 燒烤堂,Mong Kok,"Room A, 3/F, Witty Commercial Building, 1A-1L Tung Choi Street, Mong Kok",5159,133,1,(142 Reviews),$201-400,"['Japanese', 'BBQ']"
197,Heisei 平成,Tsim Sha Tsui,"Shop 17, G/F, The Pinnacle, 8 Minden Avenue, Tsim Sha Tsui",5531,242,7,(269 Reviews),$101-200,"['Japanese', 'Izakaya']"
198,N.28 Teppanyaki,Tsim Sha Tsui,"G/F, Kam Wing Commercial Building, 28 Minden Ave, Tsim Sha Tsui",1266,,,,$401-800,"['Japanese', 'Teppanyaki']"
199,Ryou Dou Raku 漁道樂,Tsim Sha Tsui,"Shop A, G/F, Kimberley House, 35 Kimberley Road, Tsim Sha Tsui",20437,,,,$401-800,"['Japanese', 'Seafood']"
200,Yakitoriya Hon 燒鳥屋本,Tsim Sha Tsui,"Shop B2, G/F, Carnival Mansion, 15B Austin Avenue, Tsim Sha Tsui",1083,,,,$101-200,"['Japanese', 'Skewer']"
201,La Famille,Tsim Sha Tsui,"Kiosk 5, 2/F, Ocean Centre, Harbour City, 3-27 Canton Road, Tsim Sha Tsui",2757,154,0,(187 Reviews),$201-400,"['Japanese', 'Dessert']"
202,AFURI Ramen + Dumpling (The ONE) 阿夫利拉麵 (The ONE),Tsim Sha Tsui,"i.t orange forest, 2/F, THE ONE, 100 Nathan Road, Tsim Sha Tsui",11231,195,10,(281 Reviews),$101-200,"['Japanese', 'Ramen']"
203,Guts Soul 燒魂,Tsim Sha Tsui,"2/F, Cameron Centre, 57-59 Chatham Road, Tsim Sha Tsui",29987,552,125,(875 Reviews),$201-400,"['Japanese', 'All-you-can-eat']"
204,Owl's Choux,Tsim Sha Tsui,"G/F, 32 Mody Road, Tsim Sha Tsui",25025,261,6,(328 Reviews),Below $50,"['Japanese', 'Dessert']"
205,Hamsta Crown Coffee ねずみの王冠 喫茶店,Kwun Tong,"Unit 1501, 15/F, Crown Industrial Building, 106 How Ming Street, Kwun Tong",30551,363,24,(500 Reviews),$101-200,"['Japanese', 'Hot Pot']"
206,Home Kitchen 慢煮屋,Kwun Tong,"Flat G, 11/F, Block 3, Camel Paint Buildings, 60 Hoi Yuen Street, Kwun Tong",16004,146,17,(310 Reviews),$51-100,"['Japanese', 'Yoshoku']"
207,Hearth Yakiniku by ATUM 火土燒肉,Tsim Sha Tsui,"Shop 314, 3/F, K11 Art Mall, 18 Hanoi Road, Tsim Sha Tsui",16312,126,2,(149 Reviews),$201-400,"['Japanese', 'BBQ']"
208,Sushi Man 鮨文,Hung Hom,"Shop G22A, G/F, Treasure World (Site 11), The Whampoa, Hung Hom",14504,344,14,(377 Reviews),Above $801,"['Japanese', 'Sushi/Sashimi']"
209,KOJIMA 小島料理,Tai Kok Tsui,"G/F, 58 Beech Street, Tai Kok Tsui",12181,94,0,(107 Reviews),$51-100,['Japanese']
210,Chayamachi (Cheung Sha Wan Road) 茶屋町 (長沙灣道),Sham Shui Po,"G/F, 217 Cheung Sha Wan Road, Sham Shui Po",11431,262,17,(331 Reviews),$51-100,"['Japanese', 'Dessert']"
211,Kappo Ro Ann (iSQUARE) 割烹 櫓杏 (iSQUARE國際廣場),Tsim Sha Tsui,"Shop 2801, 28/F, iSQUARE,  63 Nathan Road, Tsim Sha Tsui",30424,134,6,(205 Reviews),$401-800,"['Japanese', 'Hot Pot']"
212,Ramen Ikka 麺処一家,Tsim Sha Tsui,"G/F, 11 Hau Fook Street, Tsim Sha Tsui",10672,127,3,(202 Reviews),$51-100,"['Japanese', 'Ramen']"
213,ICHIJUISSAI (Langham Place) 一汁一菜 (朗豪坊),Mong Kok,"Shop 26-27, B2/F, Langham Place, 8 Argyle Street, Mong Kok",1890,129,7,(151 Reviews),$51-100,"['Japanese', 'Soup']"
214,Issyoukenmen 一生懸麵,Ngau Tau Kok,"Shop 121, G/F, TBG Mall, 3 Ngau Tau Kok Road, Ngau Tau Kok",6960,196,5,(283 Reviews),$51-100,"['Japanese', 'Ramen']"
215,Honjin (H8) 燒肉の牛太・本陣 (H8大廈),Tsim Sha Tsui,"21/F, H8, 8 Hau Fook Street, Tsim Sha Tsui",13429,165,4,(202 Reviews),$401-800,"['Japanese', 'Roast Meat']"
216,Tian Jian IZAKAYA 天澗居酒屋,Yuen Long,"G/F, 79&81 Kau Yuk Road, Yuen Long",2897,,,,$201-400,"['Japanese', 'Izakaya']"
217,N.28 Teppanyaki,Tsim Sha Tsui,"G/F, Kam Wing Commercial Building, 28 Minden Ave, Tsim Sha Tsui",1266,,,,$401-800,"['Japanese', 'Teppanyaki']"
218,Yakitoriya Hon 燒鳥屋本,Tsim Sha Tsui,"Shop B2, G/F, Carnival Mansion, 15B Austin Avenue, Tsim Sha Tsui",1083,,,,$101-200,"['Japanese', 'Skewer']"
219,Kyoto Ichinoden 京都一の傳,Tsim Sha Tsui,"Shop 402,4/F, Ocean Centre, 5 Canton Road, Tsim Sha Tsui",32313,125,32,(258 Reviews),$201-400,"['Japanese', 'Izakaya']"
220,Kuroiwa Ramen 麵屋黑岩,Sham Shui Po,"G/F, 219 Cheung Sha Wan Road, Sham Shui Po",12952,310,8,(407 Reviews),$51-100,"['Japanese', 'Ramen']"
221,Hakkaisan Japanese Restaurant 八海山,Tsim Sha Tsui,"Shop 1-4, G/F, Prat Mansions, 26-36 Prat Avenue, Tsim Sha Tsui",7584,164,11,(206 Reviews),$201-400,"['Japanese', 'Group Dining']"
222,串串燒 by Season,Mong Kok,"B/F, Chun Yee Building, 733 Nathan Road, Mong Kok",8381,267,8,(288 Reviews),$101-200,"['Japanese', 'Skewer']"
223,SHIAWASE 幸匠燒,Tsim Sha Tsui,"Shop OTE 402, 4/F, Ocean Terminal, Harbour City, 3-27 Canton Road, Tsim Sha Tsui",15914,98,5,(149 Reviews),$401-800,"['Japanese', 'Skewer']"
224,Fullcup planet cafe 呼吸星球,To Kwa Wan,"G/F, 91 Ma Tau Kok Road, To Kwa Wan",18649,94,6,(159 Reviews),$201-400,"['Japanese', 'Wine']"
225,SUKIYA すき家,Mong Kok,"G/F, 31 Argyle Street, Mong Kok",13226,140,20,(274 Reviews),Below $50,['Japanese']
226,Gyuugoku Stone Grill Steak (Art Court) 牛極 (雅怡居),Sham Shui Po,"G/F, Art Court, 195A Castle Peak Road, Om Yau, Sham Shui Po",6979,267,9,(299 Reviews),$51-100,"['Japanese', 'Teppanyaki']"
227,Kanzan Menya (Sands Building) 神山麺屋 (新聲大廈),Tsim Sha Tsui,"Shop AK & B, G/F, Sands Building, 17 Hankow Road, Tsim Sha Tsui",6186,153,5,(187 Reviews),$51-100,"['Japanese', 'Ramen']"
228,Sushi Dokoro Matsudo (The Toy House) 鮨處松戶 (彩星集團大廈),Tsim Sha Tsui,"8/F The Toy House, 100 Canton Road, Tsim Sha Tsui",13288,276,16,(340 Reviews),$201-400,"['Japanese', 'Sushi/Sashimi']"
229,KIDO 木戶,Tsim Sha Tsui,"Shop G12-13, G/F, 8 Minden Avenue, Tsim Sha Tsui",18873,132,7,(171 Reviews),$201-400,"['Japanese', 'Skewer']"
230,樸一拉麵,Mong Kok,"Shop H, G/F, Witty Commercial Building, 1A-1L Tung Choi Street, Mong Kok",6085,112,2,(134 Reviews),$51-100,"['Japanese', 'Ramen']"
231,Sushiro 壽司郎,Cheung Sha Wan,"Shop G38, G/F, Lai Sun Commercial Centre, 680 Cheung Sha Wan Road, Cheung Sha Wan",6616,132,8,(202 Reviews),$101-200,"['Japanese', 'Sushi/Sashimi']"
232,Chuan Shao 川燒,Jordan,"G/F., 17 Man Ying Street Ferry Point, Jordan",18918,496,11,(547 Reviews),$101-200,"['Japanese', 'Skewer']"
233,KUNO 花晨月夕,Tsim Sha Tsui,"2/F, Kam Lung Commercial Centre, 2 Hart Avenue, Tsim Sha Tsui",20691,93,7,(145 Reviews),Above $801,"['Japanese', 'Sushi/Sashimi']"
234,Tian Jian IZAKAYA 天澗居酒屋,Yuen Long,"G/F, 79&81 Kau Yuk Road, Yuen Long",2897,,,,$201-400,"['Japanese', 'Izakaya']"
235,Ryou Dou Raku 漁道樂,Tsim Sha Tsui,"Shop A, G/F, Kimberley House, 35 Kimberley Road, Tsim Sha Tsui",20437,,,,$401-800,"['Japanese', 'Seafood']"
236,Yakitoriya Hon 燒鳥屋本,Tsim Sha Tsui,"Shop B2, G/F, Carnival Mansion, 15B Austin Avenue, Tsim Sha Tsui",1083,,,,$101-200,"['Japanese', 'Skewer']"
237,Sake Bar Present (Tin Kwong Road) 禮 (天光道),To Kwa Wan,"G/F, Tin Kwong Building, 42-44 Tin Kwong Road, To Kwa Wan",5156,142,2,(152 Reviews),$201-400,"['Japanese', 'Sushi/Sashimi']"
238,Yu Raku Sushi 美孚。友樂鮨,Mei Foo,"G/F, 5 Nassau Street,Mei Foo Sun Chuen, Mei Foo",1076,126,1,(130 Reviews),$401-800,['Japanese']
239,Shiawase Yakitori 幸福鳥,Tsim Sha Tsui,"Shop G18-19,G/F, K11 Art Mall, 18, Hanoi Road Shop, Tsim Sha Tsui",23296,181,10,(233 Reviews),$201-400,"['Japanese', 'Wine']"
240,Five Samurai 五武士,Tsim Sha Tsui,"Shop 125, 1/F, K11 MUSEA MUSE Edition, 18 Salisbury Road, Tsim Sha Tsui",6659,99,5,(114 Reviews),$401-800,"['Japanese', 'Teppanyaki']"
241,MR. MAKI (金巴利大廈),Tsim Sha Tsui,"Shop C, G/F, Kimberley Mansion, 15 Austin Avenue, Tsim Sha Tsui",2290,128,1,(131 Reviews),$51-100,"['Japanese', 'Fast Food']"
242,Skewers House 串本屋,Yau Ma Tei,"Shop A, G/F, Man Yuen Building, 5 Man Wai Street, Ferry Point, Yau Ma Tei",1566,113,0,(116 Reviews),$101-200,"['Japanese', 'Skewer']"
243,泫居酒屋,Kowloon City,"G/F, 426 Prince Edward Road West, Kowloon City",2487,125,1,(131 Reviews),$201-400,"['Japanese', 'Robatayaki']"
244,Beefar's 鹿兒島燒肉,Tsim Sha Tsui,"2/F, The Otto Hotel, 8 Cameron Road, Tsim Sha Tsui",23009,226,12,(276 Reviews),$201-400,"['Japanese', 'BBQ']"
245,Fuchi Izakaya 泓居酒屋,Tsim Sha Tsui,"17/F, China Harbour Centre, 122-126 Canton Road, Tsim Sha Tsui",1294,168,0,(171 Reviews),$201-400,"['Japanese', 'Izakaya']"
246,Akoya,Tsim Sha Tsui,"3/F, 10 Prat Avenue, Tsim Sha Tsui",9888,116,0,(123 Reviews),$201-400,"['Japanese', 'Izakaya']"
247,Oi-Shi-Sushi (Lu Plaza) 御品·千之味 (振萬廣場),Kwun Tong,"Shop G, G/F, Lu Plaza, 2 Wing Yip Street, Kwun Tong",1885,112,0,(122 Reviews),$51-100,"['Japanese', 'Sushi/Sashimi']"
248,Sushi Sooshi 鮨廷,Tsim Sha Tsui,"Shop B, G/F, 17 Cameron Road, Tsim Sha Tsui",12823,286,7,(335 Reviews),$201-400,"['Japanese', 'Sushi/Sashimi']"
249,TIRPSE,Tsim Sha Tsui,"Shop 219, 2/F,  K11 Musea, Victoria Dockside, 18  Salisbury Road, Tsim Sha Tsui",22883,81,12,(126 Reviews),Above $801,"['Japanese', 'Fine Dining']"
250,Umegaoka Sushi No Midori Souhonten (Grand Plaza) 梅丘壽司の美登利総本店 (雅蘭中心),Mong Kok,"Shop 202, 2/F, Grand Plaza, 639 Nathan Road, Mong Kok",17366,151,20,(309 Reviews),$201-400,"['Japanese', 'Sushi/Sashimi']"
251,Deluxe King Japanese Restaurant 極上帝王水產,Mong Kok,"9/F, CTMA Centre, 1 Sai Yeung Choi Street, Mong Kok",32934,687,126,(954 Reviews),$201-400,"['Japanese', 'Sushi/Sashimi']"
252,Yakitoriya Hon 燒鳥屋本,Tsim Sha Tsui,"Shop B2, G/F, Carnival Mansion, 15B Austin Avenue, Tsim Sha Tsui",1083,,,,$101-200,"['Japanese', 'Skewer']"
253,N.28 Teppanyaki,Tsim Sha Tsui,"G/F, Kam Wing Commercial Building, 28 Minden Ave, Tsim Sha Tsui",1266,,,,$401-800,"['Japanese', 'Teppanyaki']"
254,Ryou Dou Raku 漁道樂,Tsim Sha Tsui,"Shop A, G/F, Kimberley House, 35 Kimberley Road, Tsim Sha Tsui",20437,,,,$401-800,"['Japanese', 'Seafood']"
255,Gyu-Kaku Buffet (Grand Plaza) 牛角Buffet (雅蘭中心),Mong Kok,"Shop 209-213, 2/F, Grand Plaza, 639 Nathan Road, Mong Kok",19451,134,10,(247 Reviews),$201-400,"['Japanese', 'Roast Meat']"
256,DaBen Ei Japanese Restaurant 大本瀛日式放題,Mong Kok,"10/F, CTMA Centre, 1 Sai Yeung Choi Street, Mong Kok",43078,750,31,(897 Reviews),$201-400,"['Japanese', 'All-you-can-eat']"
257,Fuunmaru 風雲丸,Tsim Sha Tsui,"G/F, Mody House, 30 Mody Road, Tsim Sha Tsui",6878,252,42,(371 Reviews),$51-100,"['Japanese', 'Ramen']"
258,Hokuto 北斗,Kowloon City,"Shop B, G/F, 59 Fuk Lo Tsun Road, Kowloon City",3436,117,1,(126 Reviews),$401-800,"['Japanese', 'Omakase']"
259,Gulu Gulu 咕嚕咕嚕,Tsim Sha Tsui,"4/F, Knutsford, 10 Knutsford Terrace, Tsim Sha Tsui",12567,214,8,(255 Reviews),$101-200,"['Japanese', 'Wine']"
260,Raku Teppanyaki 樂Teppanyaki,Jordan,"Shop 6, G/F, Kay Pont Building, 29-37 Wai Ching Street, Jordan",4814,152,11,(178 Reviews),$401-800,"['Japanese', 'Teppanyaki']"
261,Maruju Sushi Japanese Shokudo 丸十寿司日本食堂,Mong Kok,"Shop 13, 12/F, Langham Place, 8 Argyle Street, Mong Kok",10875,333,18,(458 Reviews),$101-200,"['Japanese', 'Sushi/Sashimi']"
262,Hashimoto 橋本·串燒,Tsim Sha Tsui,"Shop A, G/F, Minden House, 13-15 Minden Avenue, Tsim Sha Tsui",6299,118,2,(125 Reviews),$201-400,"['Japanese', 'Robatayaki']"
263,Takano Ramen (K11 Musea) 多賀野 (K11 Musea),Tsim Sha Tsui,"Shop 220, 2/F, K11 Musea, 18 Salisbury Road, Tsim Sha Tsui",9860,130,29,(283 Reviews),$101-200,"['Japanese', 'Ramen']"
264,Tamago-EN (Langham Place) たまご園 (朗豪坊),Mong Kok,"Shop 8, 4/F,  Langham Place, 8 Argyle Street, Mong Kok",7480,146,14,(224 Reviews),$101-200,"['Japanese', 'Dessert']"
265,ICHIRAN 天然豚骨拉麵專門店一蘭,Tsim Sha Tsui,"Entrance Hall on G/F & Shop B, Basement Floor, 8 Minden Avenue, Tsim Sha Tsui",19933,210,50,(482 Reviews),$51-100,"['Japanese', 'Ramen']"
